list_name,name,label,municipiu_filter,postu_adm_filter,suco_filter
Aldeia,Taiblor,Taiblor,Aileu,Aileu,10102
Aldeia,Daulala,Daulala,Aileu,Aileu,10103
Aldeia,Fahiria,Fahiria,Aileu,Aileu,10103
Aldeia,Fatubuti,Fatubuti,Aileu,Aileu,10103
Aldeia,Manulete,Manulete,Aileu,Aileu,10103
Aldeia,Sarin,Sarin,Aileu,Aileu,10103
Aldeia,Sidole,Sidole,Aileu,Aileu,10103
Aldeia,Caicasa,Caicasa,Aileu,Aileu,10104
Aldeia,Coulau,Coulau,Aileu,Aileu,10104
Aldeia,Erhetu,Erhetu,Aileu,Aileu,10104
Aldeia,Fatubossa,Fatubossa,Aileu,Aileu,10104
Aldeia,Hoholete,Hoholete,Aileu,Aileu,10104
Aldeia,Liclaucana,Liclaucana,Aileu,Aileu,10104
Aldeia,Urhua,Urhua,Aileu,Aileu,10104
Aldeia,Aslimhati,Aslimhati,Aileu,Aileu,10105
Aldeia,Hatulai,Hatulai,Aileu,Aileu,10105
Aldeia,Manubata,Manubata,Aileu,Aileu,10105
Aldeia,Mau-Uluria,Mau-Uluria,Aileu,Aileu,10105
Aldeia,Saharai,Saharai,Aileu,Aileu,10105
Aldeia,Denhuni,Denhuni,Aileu,Aileu,10106
Aldeia,Eralolo,Eralolo,Aileu,Aileu,10106
Aldeia,Lacasori,Lacasori,Aileu,Aileu,10106
Aldeia,Lahae,Lahae,Aileu,Aileu,10106
Aldeia,Riatelo,Riatelo,Aileu,Aileu,10106
Aldeia,Erbuti,Erbuti,Aileu,Aileu,10107
Aldeia,Lausi,Lausi,Aileu,Aileu,10107
Aldeia,Riafusun,Riafusun,Aileu,Aileu,10107
Aldeia,Lequitura,Lequitura,Aileu,Aileu,10112
Aldeia,Rai-Rema,Rai-Rema,Aileu,Aileu,10112
Aldeia,Riheun,Riheun,Aileu,Aileu,10112
Aldeia,Erluli,Erluli,Aileu,Aileu,10112
Aldeia,Bermanuleu,Bermanuleu,Aileu,Aileu,10108
Aldeia,Lerulete,Lerulete,Aileu,Aileu,10108
Aldeia,Saboria,Saboria,Aileu,Aileu,10108
Aldeia,Casamou,Casamou,Aileu,Aileu,10109
Aldeia,Colihoho,Colihoho,Aileu,Aileu,10109
Aldeia,Fatumane,Fatumane,Aileu,Aileu,10109
Aldeia,Faularan,Faularan,Aileu,Aileu,10109
Aldeia,Halalmeta,Halalmeta,Aileu,Aileu,10109
Aldeia,Leobraudu,Leobraudu,Aileu,Aileu,10109
Aldeia,Lio,Lio,Aileu,Aileu,10109
Aldeia,Raicoalefa,Raicoalefa,Aileu,Aileu,10109
Aldeia,Tabulasi,Tabulasi,Aileu,Aileu,10109
Aldeia,Talifurleu,Talifurleu,Aileu,Aileu,10109
Aldeia,Cotbauru,Cotbauru,Aileu,Aileu,10110
Aldeia,Hularema,Hularema,Aileu,Aileu,10110
Aldeia,Cabasfatin,Cabasfatin,Aileu,Aileu,10110
Aldeia,Malere,Malere,Aileu,Aileu,10110
Aldeia,Maurusa,Maurusa,Aileu,Aileu,10110
Aldeia,Taratihi,Taratihi,Aileu,Aileu,10110
Aldeia,Banderahun,Banderahun,Aileu,Aileu,10111
Aldeia,Coulaudo,Coulaudo,Aileu,Aileu,10111
Aldeia,Fatubessi,Fatubessi,Aileu,Aileu,10111
Aldeia,Fatulmau,Fatulmau,Aileu,Aileu,10111
Aldeia,Laclo,Laclo,Aileu,Aileu,10111
Aldeia,Quirilelo,Quirilelo,Aileu,Aileu,10111
Aldeia,Raimanso,Raimanso,Aileu,Aileu,10111
Aldeia,Rairema,Rairema,Aileu,Aileu,10111
Aldeia,Donfonamo,Donfonamo,Aileu,Laulara,10206
Aldeia,Mauberhatan,Mauberhatan,Aileu,Laulara,10206
Aldeia,Ermequi,Ermequi,Aileu,Laulara,10206
Aldeia,Cuncin,Cuncin,Aileu,Laulara,10206
Aldeia,Binona,Binona,Aileu,Laulara,10201
Aldeia,Cotolau,Cotolau,Aileu,Laulara,10201
Aldeia,Lebucucu,Lebucucu,Aileu,Laulara,10201
Aldeia,Ornai,Ornai,Aileu,Laulara,10201
Aldeia,Ramerlau,Ramerlau,Aileu,Laulara,10201
Aldeia,Banro,Banro,Aileu,Laulara,10202
Aldeia,Maubouc,Maubouc,Aileu,Laulara,10202
Aldeia,Umanlau,Umanlau,Aileu,Laulara,10202
Aldeia,Belumhatu,Belumhatu,Aileu,Laulara,10203
Aldeia,Desmanhata,Desmanhata,Aileu,Laulara,10203
Aldeia,Lismori,Lismori,Aileu,Laulara,10203
Aldeia,Manehalo,Manehalo,Aileu,Laulara,10203
Aldeia,Manufoni,Manufoni,Aileu,Laulara,10203
Aldeia,Remapati,Remapati,Aileu,Laulara,10203
Aldeia,Casmantutu,Casmantutu,Aileu,Laulara,10204
Aldeia,Fatuc-Hun,Fatuc-Hun,Aileu,Laulara,10204
Aldeia,Quelae,Quelae,Aileu,Laulara,10204
Aldeia,Talitu,Talitu,Aileu,Laulara,10204
Aldeia,Acadiro,Acadiro,Aileu,Laulara,10205
Aldeia,Berlihu-Meta,Berlihu-Meta,Aileu,Laulara,10205
Aldeia,Tohumeta,Tohumeta,Aileu,Laulara,10205
Aldeia,Acumata,Acumata,Aileu,Lequidoe,10301
Aldeia,Biiloco,Biiloco,Aileu,Lequidoe,10301
Aldeia,Hautoho,Hautoho,Aileu,Lequidoe,10301
Aldeia,Bereleu,Bereleu,Aileu,Lequidoe,10302
Aldeia,Lebumetan,Lebumetan,Aileu,Lequidoe,10302
Aldeia,Lebutu,Lebutu,Aileu,Lequidoe,10302
Aldeia,Riamori,Riamori,Aileu,Lequidoe,10302
Aldeia,Tataresi,Tataresi,Aileu,Lequidoe,10302
Aldeia,Lebutun,Lebutun,Aileu,Lequidoe,10303
Aldeia,Naumata,Naumata,Aileu,Lequidoe,10303
Aldeia,Sarabere,Sarabere,Aileu,Lequidoe,10303
Aldeia,Dailorluta,Dailorluta,Aileu,Lequidoe,10304
Aldeia,Locotoi,Locotoi,Aileu,Lequidoe,10304
Aldeia,Tatilisame,Tatilisame,Aileu,Lequidoe,10304
Aldeia,Cairema,Cairema,Aileu,Lequidoe,10305
Aldeia,Lebumeran,Lebumeran,Aileu,Lequidoe,10305
Aldeia,Fatumerin,Fatumerin,Aileu,Lequidoe,10306
Aldeia,Manutai,Manutai,Aileu,Lequidoe,10306
Aldeia,Aitoin,Aitoin,Aileu,Lequidoe,10307
Aldeia,Lacabou,Lacabou,Aileu,Lequidoe,10307
Aldeia,Maucurunamo,Maucurunamo,Aileu,Lequidoe,10307
Aldeia,Serema,Serema,Aileu,Lequidoe,10307
Aldeia,Aimerahun,Aimerahun,Aileu,Remexio,10401
Aldeia,Fatumanaro,Fatumanaro,Aileu,Remexio,10401
Aldeia,Leroliça,Leroliça,Aileu,Remexio,10401
Aldeia,Lequiça,Lequiça,Aileu,Remexio,10402
Aldeia,Lilitei,Lilitei,Aileu,Remexio,10402
Aldeia,Raifatu,Raifatu,Aileu,Remexio,10402
Aldeia,Rileu,Rileu,Aileu,Remexio,10402
Aldeia,Bereliurai,Bereliurai,Aileu,Remexio,10403
Aldeia,Deruhati,Deruhati,Aileu,Remexio,10403
Aldeia,Mautoba,Mautoba,Aileu,Remexio,10403
Aldeia,Bereliço,Bereliço,Aileu,Remexio,10404
Aldeia,Caitaso,Caitaso,Aileu,Remexio,10404
Aldeia,Faculau,Faculau,Aileu,Remexio,10404
Aldeia,Raemerhei,Raemerhei,Aileu,Remexio,10404
Aldeia,Aibutihun,Aibutihun,Aileu,Remexio,10405
Aldeia,Lebutu,Lebutu,Aileu,Remexio,10405
Aldeia,Raemerhei,Raemerhei,Aileu,Remexio,10405
Aldeia,Aibana,Aibana,Aileu,Remexio,10406
Aldeia,Aitoi,Aitoi,Aileu,Remexio,10406
Aldeia,Tuqueu,Tuqueu,Aileu,Remexio,10406
Aldeia,Cotomori,Cotomori,Aileu,Remexio,10407
Aldeia,Laraluha,Laraluha,Aileu,Remexio,10407
Aldeia,Manutane,Manutane,Aileu,Remexio,10407
Aldeia,Aicurus,Aicurus,Aileu,Remexio,10408
Aldeia,Dacilelo,Dacilelo,Aileu,Remexio,10408
Aldeia,Roluli,Roluli,Aileu,Remexio,10408
Aldeia,Samalete,Samalete,Aileu,Remexio,10408
Aldeia,Ainaro,Ainaro,Ainaro,Ainaro,20101
Aldeia,Builico,Builico,Ainaro,Ainaro,20101
Aldeia,Hato-Mera,Hato-Mera,Ainaro,Ainaro,20101
Aldeia,Lugatú,Lugatú,Ainaro,Ainaro,20101
Aldeia,Nugufú,Nugufú,Ainaro,Ainaro,20101
Aldeia,Sebagulau,Sebagulau,Ainaro,Ainaro,20101
Aldeia,Teliga,Teliga,Ainaro,Ainaro,20101
Aldeia,Boltama,Boltama,Ainaro,Ainaro,20102
Aldeia,Civil,Civil,Ainaro,Ainaro,20102
Aldeia,Lailima,Lailima,Ainaro,Ainaro,20102
Aldeia,Mau-Suca_Bemoris,Mau-Suca Bemoris,Ainaro,Ainaro,20102
Aldeia,Queça-Mau,Queça-Mau,Ainaro,Ainaro,20102
Aldeia,Bau-Hati-Lau,Bau-Hati-Lau,Ainaro,Ainaro,20103
Aldeia,Canudo,Canudo,Ainaro,Ainaro,20103
Aldeia,Hato-Meta-Udo,Hato-Meta-Udo,Ainaro,Ainaro,20103
Aldeia,Rae-Buti-Udo,Rae-Buti-Udo,Ainaro,Ainaro,20103
Aldeia,Aileu,Aileu,Ainaro,Ainaro,20104
Aldeia,Mama-Lau,Mama-Lau,Ainaro,Ainaro,20104
Aldeia,Mau-Suca,Mau-Suca,Ainaro,Ainaro,20104
Aldeia,Dagamessa,Dagamessa,Ainaro,Ainaro,20105
Aldeia,Hato-Lau,Hato-Lau,Ainaro,Ainaro,20105
Aldeia,Hato-Lelo,Hato-Lelo,Ainaro,Ainaro,20105
Aldeia,Mau-Ulo-Pú,Mau-Ulo-Pú,Ainaro,Ainaro,20105
Aldeia,Mau-Ulu-Lau,Mau-Ulu-Lau,Ainaro,Ainaro,20105
Aldeia,Guer-Udo,Guer-Udo,Ainaro,Ainaro,20106
Aldeia,Leolala,Leolala,Ainaro,Ainaro,20106
Aldeia,Poelau,Poelau,Ainaro,Ainaro,20106
Aldeia,Terlora,Terlora,Ainaro,Ainaro,20106
Aldeia,Ailau,Ailau,Ainaro,Ainaro,20107
Aldeia,Bazar,Bazar,Ainaro,Ainaro,20107
Aldeia,Nó-Ulo,Nó-Ulo,Ainaro,Ainaro,20107
Aldeia,Ria-Mori,Ria-Mori,Ainaro,Ainaro,20107
Aldeia,Ailora,Ailora,Ainaro,Hato-Udo,20201
Aldeia,Ainaro-Quic,Ainaro-Quic,Ainaro,Hato-Udo,20201
Aldeia,Baha,Baha,Ainaro,Hato-Udo,20201
Aldeia,Lebo-Mera,Lebo-Mera,Ainaro,Hato-Udo,20201
Aldeia,Lesso,Lesso,Ainaro,Hato-Udo,20201
Aldeia,Raimerlau,Raimerlau,Ainaro,Hato-Udo,20201
Aldeia,Aimerleu,Aimerleu,Ainaro,Hato-Udo,20202
Aldeia,Dausur,Dausur,Ainaro,Hato-Udo,20202
Aldeia,Goulau,Goulau,Ainaro,Hato-Udo,20202
Aldeia,Groto,Groto,Ainaro,Hato-Udo,20202
Aldeia,Hutseo,Hutseo,Ainaro,Hato-Udo,20202
Aldeia,Lesse,Lesse,Ainaro,Hato-Udo,20202
Aldeia,Luro,Luro,Ainaro,Hato-Udo,20202
Aldeia,Nuno-Boco,Nuno-Boco,Ainaro,Hato-Udo,20202
Aldeia,Rae-Soro,Rae-Soro,Ainaro,Hato-Udo,20202
Aldeia,Suro-Craic,Suro-Craic,Ainaro,Hato-Udo,20202
Aldeia,Goulora,Goulora,Ainaro,Hato-Builico,20301
Aldeia,Hato-Quero,Hato-Quero,Ainaro,Hato-Builico,20301
Aldeia,Leotelo_I,Leotelo I,Ainaro,Hato-Builico,20301
Aldeia,Leotelo_II,Leotelo II,Ainaro,Hato-Builico,20301
Aldeia,Mauchiga,Mauchiga,Ainaro,Hato-Builico,20301
Aldeia,Aituto,Aituto,Ainaro,Hato-Builico,20302
Aldeia,Bleheto,Bleheto,Ainaro,Hato-Builico,20302
Aldeia,Hautio,Hautio,Ainaro,Hato-Builico,20302
Aldeia,Mano-Mera,Mano-Mera,Ainaro,Hato-Builico,20302
Aldeia,Maulahulo,Maulahulo,Ainaro,Hato-Builico,20302
Aldeia,Mulo,Mulo,Ainaro,Hato-Builico,20302
Aldeia,Queorudo,Queorudo,Ainaro,Hato-Builico,20302
Aldeia,Tatiri,Tatiri,Ainaro,Hato-Builico,20302
Aldeia,Hato-Builico,Hato-Builico,Ainaro,Hato-Builico,20303
Aldeia,Hato-Seraquei,Hato-Seraquei,Ainaro,Hato-Builico,20303
Aldeia,Laqueco,Laqueco,Ainaro,Hato-Builico,20303
Aldeia,Lebulau,Lebulau,Ainaro,Hato-Builico,20303
Aldeia,Mausoromata,Mausoromata,Ainaro,Hato-Builico,20303
Aldeia,Nuno-Mogue-Lau,Nuno-Mogue-Lau,Ainaro,Hato-Builico,20303
Aldeia,Qeorema,Qeorema,Ainaro,Hato-Builico,20303
Aldeia,Tucaro,Tucaro,Ainaro,Hato-Builico,20303
Aldeia,Aihou,Aihou,Ainaro,Maubisse,20401
Aldeia,Airaca-Lau,Airaca-Lau,Ainaro,Maubisse,20401
Aldeia,Betulala,Betulala,Ainaro,Maubisse,20401
Aldeia,Goulolo,Goulolo,Ainaro,Maubisse,20401
Aldeia,Hato-Buti,Hato-Buti,Ainaro,Maubisse,20401
Aldeia,Lebututo,Lebututo,Ainaro,Maubisse,20401
Aldeia,Lientuto,Lientuto,Ainaro,Maubisse,20401
Aldeia,Mau-Lefo,Mau-Lefo,Ainaro,Maubisse,20401
Aldeia,Russulau,Russulau,Ainaro,Maubisse,20401
Aldeia,Demutete,Demutete,Ainaro,Maubisse,20402
Aldeia,Hebau,Hebau,Ainaro,Maubisse,20402
Aldeia,Lobibo,Lobibo,Ainaro,Maubisse,20402
Aldeia,Rai-Mera,Rai-Mera,Ainaro,Maubisse,20402
Aldeia,Talale,Talale,Ainaro,Maubisse,20402
Aldeia,Tali-Felo,Tali-Felo,Ainaro,Maubisse,20402
Aldeia,Caitara,Caitara,Ainaro,Maubisse,20403
Aldeia,Cassimidei,Cassimidei,Ainaro,Maubisse,20403
Aldeia,Hohulo,Hohulo,Ainaro,Maubisse,20403
Aldeia,Rae-Buti-Lau,Rae-Buti-Lau,Ainaro,Maubisse,20403
Aldeia,Titibauria,Titibauria,Ainaro,Maubisse,20403
Aldeia,Tutu-Fili,Tutu-Fili,Ainaro,Maubisse,20403
Aldeia,Cartolo,Cartolo,Ainaro,Maubisse,20404
Aldeia,Gourema,Gourema,Ainaro,Maubisse,20404
Aldeia,Hatussao,Hatussao,Ainaro,Maubisse,20404
Aldeia,Lau-Heli,Lau-Heli,Ainaro,Maubisse,20404
Aldeia,Bere-Tai,Bere-Tai,Ainaro,Maubisse,20405
Aldeia,Erbean,Erbean,Ainaro,Maubisse,20405
Aldeia,Hoho-Naro,Hoho-Naro,Ainaro,Maubisse,20405
Aldeia,Mau-Mude,Mau-Mude,Ainaro,Maubisse,20405
Aldeia,Cotomata,Cotomata,Ainaro,Maubisse,20406
Aldeia,Ernaro,Ernaro,Ainaro,Maubisse,20406
Aldeia,Hautei,Hautei,Ainaro,Maubisse,20406
Aldeia,Hautilo,Hautilo,Ainaro,Maubisse,20406
Aldeia,Boro-Ulo,Boro-Ulo,Ainaro,Maubisse,20407
Aldeia,Dau-Lelo,Dau-Lelo,Ainaro,Maubisse,20407
Aldeia,Hahi-Tali,Hahi-Tali,Ainaro,Maubisse,20407
Aldeia,Lebo-Luli,Lebo-Luli,Ainaro,Maubisse,20407
Aldeia,Mau-Lai,Mau-Lai,Ainaro,Maubisse,20407
Aldeia,Quiri-Coli,Quiri-Coli,Ainaro,Maubisse,20407
Aldeia,Russulau,Russulau,Ainaro,Maubisse,20407
Aldeia,Cano-Rema,Cano-Rema,Ainaro,Maubisse,20408
Aldeia,Goulala,Goulala,Ainaro,Maubisse,20408
Aldeia,Hato-Fae,Hato-Fae,Ainaro,Maubisse,20408
Aldeia,Hato-Luli,Hato-Luli,Ainaro,Maubisse,20408
Aldeia,Hautado,Hautado,Ainaro,Maubisse,20408
Aldeia,Lequi-Tei,Lequi-Tei,Ainaro,Maubisse,20408
Aldeia,Ria-Leco,Ria-Leco,Ainaro,Maubisse,20408
Aldeia,Ria-Mori,Ria-Mori,Ainaro,Maubisse,20408
Aldeia,Sarlala,Sarlala,Ainaro,Maubisse,20408
Aldeia,Teli-Tuco,Teli-Tuco,Ainaro,Maubisse,20408
Aldeia,Ura-Hou,Ura-Hou,Ainaro,Maubisse,20408
Aldeia,Vila,Vila,Ainaro,Maubisse,20408
Aldeia,Aihosan,Aihosan,Ainaro,Maubisse,20409
Aldeia,Hahi-Mau,Hahi-Mau,Ainaro,Maubisse,20409
Aldeia,Hato-Cade,Hato-Cade,Ainaro,Maubisse,20409
Aldeia,Hato-Lete,Hato-Lete,Ainaro,Maubisse,20409
Aldeia,Laca-Mali-Cau,Laca-Mali-Cau,Ainaro,Maubisse,20409
Aldeia,Lumo-Luli,Lumo-Luli,Ainaro,Maubisse,20409
Aldeia,Maleria,Maleria,Ainaro,Maubisse,20409
Aldeia,Rita,Rita,Ainaro,Maubisse,20409
Aldeia,Tara-Bula,Tara-Bula,Ainaro,Maubisse,20409
Aldeia,Ussululi,Ussululi,Ainaro,Maubisse,20409
Aldeia,Buibela,Buibela,Baucau,Baguia,30101
Aldeia,Lena,Lena,Baucau,Baguia,30101
Aldeia,Oqui-Lari,Oqui-Lari,Baucau,Baguia,30101
Aldeia,Uai-Mata,Uai-Mata,Baucau,Baguia,30101
Aldeia,Afaguia,Afaguia,Baucau,Baguia,30102
Aldeia,Alaua,Alaua,Baucau,Baguia,30102
Aldeia,Ne-Olidae,Ne-Olidae,Baucau,Baguia,30102
Aldeia,Sorucama,Sorucama,Baucau,Baguia,30102
Aldeia,Ua-Sufa,Ua-Sufa,Baucau,Baguia,30102
Aldeia,Ae-Afa,Ae-Afa,Baucau,Baguia,30103
Aldeia,Alaua,Alaua,Baucau,Baguia,30103
Aldeia,Bibilalari,Bibilalari,Baucau,Baguia,30103
Aldeia,Maurubi-Asa,Maurubi-Asa,Baucau,Baguia,30103
Aldeia,Selibere,Selibere,Baucau,Baguia,30103
Aldeia,Defauasi,Defauasi,Baucau,Baguia,30104
Aldeia,Lari-Bere,Lari-Bere,Baucau,Baguia,30104
Aldeia,Sae-Meta,Sae-Meta,Baucau,Baguia,30104
Aldeia,Uarou,Uarou,Baucau,Baguia,30104
Aldeia,Afalari,Afalari,Baucau,Baguia,30105
Aldeia,Bahatata,Bahatata,Baucau,Baguia,30105
Aldeia,Basarauai,Basarauai,Baucau,Baguia,30105
Aldeia,Lari_Sula,Lari Sula,Baucau,Baguia,30105
Aldeia,Larigua,Larigua,Baucau,Baguia,30105
Aldeia,Uaiboro,Uaiboro,Baucau,Baguia,30105
Aldeia,Baiana,Baiana,Baucau,Baguia,30106
Aldeia,Bibidae,Bibidae,Baucau,Baguia,30106
Aldeia,Bubu-Ha,Bubu-Ha,Baucau,Baguia,30106
Aldeia,Lauhare,Lauhare,Baucau,Baguia,30106
Aldeia,Tirifalo,Tirifalo,Baucau,Baguia,30106
Aldeia,Uata_Tefo,Uata Tefo,Baucau,Baguia,30106
Aldeia,Uro,Uro,Baucau,Baguia,30106
Aldeia,Fanalolo,Fanalolo,Baucau,Baguia,30107
Aldeia,Ledana,Ledana,Baucau,Baguia,30107
Aldeia,Onortibalari,Onortibalari,Baucau,Baguia,30107
Aldeia,Osso_Issi_Lari,Osso Issi Lari,Baucau,Baguia,30107
Aldeia,Uabubo,Uabubo,Baucau,Baguia,30107
Aldeia,Betulari,Betulari,Baucau,Baguia,30108
Aldeia,Uaibuita'I,Uaibuita'I,Baucau,Baguia,30108
Aldeia,Uaicadae,Uaicadae,Baucau,Baguia,30108
Aldeia,Daraloi_Leten,Daraloi Leten,Baucau,Baguia,30109
Aldeia,Daraloi-Craic,Daraloi-Craic,Baucau,Baguia,30109
Aldeia,Iraosso,Iraosso,Baucau,Baguia,30109
Aldeia,Taubere,Taubere,Baucau,Baguia,30109
Aldeia,Baboro,Baboro,Baucau,Baguia,30110
Aldeia,Baiafa,Baiafa,Baucau,Baguia,30110
Aldeia,Betu-Muto,Betu-Muto,Baucau,Baguia,30110
Aldeia,Uacala,Uacala,Baucau,Baguia,30110
Aldeia,Ana-Ulo,Ana-Ulo,Baucau,Baucau,30201
Aldeia,Boi-Le,Boi-Le,Baucau,Baucau,30201
Aldeia,Lamegua,Lamegua,Baucau,Baucau,30201
Aldeia,Macadai,Macadai,Baucau,Baucau,30201
Aldeia,Ro-Ulo,Ro-Ulo,Baucau,Baucau,30201
Aldeia,Aubaca,Aubaca,Baucau,Baucau,30202
Aldeia,Lequi_Loi_Uato,Lequi Loi Uato,Baucau,Baucau,30202
Aldeia,Luliheni,Luliheni,Baucau,Baucau,30202
Aldeia,Macadai_De_Baixo,Macadai De Baixo,Baucau,Baucau,30202
Aldeia,Macadai_De_Cima,Macadai De Cima,Baucau,Baucau,30202
Aldeia,Uaisemo,Uaisemo,Baucau,Baucau,30202
Aldeia,Alala,Alala,Baucau,Baucau,30203
Aldeia,Buibau,Buibau,Baucau,Baucau,30203
Aldeia,Builai,Builai,Baucau,Baucau,30203
Aldeia,Loidua,Loidua,Baucau,Baucau,30203
Aldeia,Manulai,Manulai,Baucau,Baucau,30203
Aldeia,Samalaculiba,Samalaculiba,Baucau,Baucau,30203
Aldeia,Casmuto,Casmuto,Baucau,Baucau,30204
Aldeia,Ono-Sere,Ono-Sere,Baucau,Baucau,30204
Aldeia,Soli-Ua,Soli-Ua,Baucau,Baucau,30204
Aldeia,Taci,Taci,Baucau,Baucau,30204
Aldeia,Ana-Uaro,Ana-Uaro,Baucau,Baucau,30205
Aldeia,Boru-Baha,Boru-Baha,Baucau,Baucau,30205
Aldeia,Caiobilale,Caiobilale,Baucau,Baucau,30205
Aldeia,Data-Ua,Data-Ua,Baucau,Baucau,30205
Aldeia,Haurobu,Haurobu,Baucau,Baucau,30205
Aldeia,Maulame,Maulame,Baucau,Baucau,30205
Aldeia,Uani-Ama,Uani-Ama,Baucau,Baucau,30205
Aldeia,Bahamori,Bahamori,Baucau,Baucau,30206
Aldeia,Cairiri,Cairiri,Baucau,Baucau,30206
Aldeia,Darasula,Darasula,Baucau,Baucau,30206
Aldeia,Gariuai,Gariuai,Baucau,Baucau,30206
Aldeia,Maucale,Maucale,Baucau,Baucau,30206
Aldeia,Uaibehana,Uaibehana,Baucau,Baucau,30206
Aldeia,Uatu-Ua,Uatu-Ua,Baucau,Baucau,30206
Aldeia,Uaturau,Uaturau,Baucau,Baucau,30206
Aldeia,Festau,Festau,Baucau,Baucau,30207
Aldeia,Ossoluga,Ossoluga,Baucau,Baucau,30207
Aldeia,Samalari,Samalari,Baucau,Baucau,30207
Aldeia,Sorulai,Sorulai,Baucau,Baucau,30207
Aldeia,Ague,Ague,Baucau,Baucau,30208
Aldeia,Hene-Uabubo,Hene-Uabubo,Baucau,Baucau,30208
Aldeia,Lacoda,Lacoda,Baucau,Baucau,30208
Aldeia,Loiborouai,Loiborouai,Baucau,Baucau,30208
Aldeia,Umaquerec,Umaquerec,Baucau,Baucau,30208
Aldeia,Betulale,Betulale,Baucau,Baucau,30209
Aldeia,Caicido,Caicido,Baucau,Baucau,30209
Aldeia,Lialailesso,Lialailesso,Baucau,Baucau,30209
Aldeia,Lutumuto,Lutumuto,Baucau,Baucau,30209
Aldeia,Osso-Ua,Osso-Ua,Baucau,Baucau,30209
Aldeia,Parlamento,Parlamento,Baucau,Baucau,30209
Aldeia,Aubaca,Aubaca,Baucau,Baucau,30210
Aldeia,Bado-Ho'O,Bado-Ho'O,Baucau,Baucau,30210
Aldeia,Lequiloi_Uato,Lequiloi Uato,Baucau,Baucau,30210
Aldeia,Macadai,Macadai,Baucau,Baucau,30210
Aldeia,Afacaimau,Afacaimau,Baucau,Baucau,30211
Aldeia,Afagua,Afagua,Baucau,Baucau,30211
Aldeia,Alala,Alala,Baucau,Baucau,30211
Aldeia,Ledatame,Ledatame,Baucau,Baucau,30211
Aldeia,Manulai,Manulai,Baucau,Baucau,30211
Aldeia,Samalaculiba,Samalaculiba,Baucau,Baucau,30211
Aldeia,Uaimanuboe,Uaimanuboe,Baucau,Baucau,30211
Aldeia,Uatubala,Uatubala,Baucau,Baucau,30211
Aldeia,Uaturau_De_Baixo,Uaturau De Baixo,Baucau,Baucau,30211
Aldeia,Uaturau_De_Cima,Uaturau De Cima,Baucau,Baucau,30211
Aldeia,Atelari,Atelari,Baucau,Laga,30301
Aldeia,Auraba,Auraba,Baucau,Laga,30301
Aldeia,Lauadae,Lauadae,Baucau,Laga,30301
Aldeia,Liarafa,Liarafa,Baucau,Laga,30301
Aldeia,Loilari,Loilari,Baucau,Laga,30301
Aldeia,Nelu_Uai,Nelu Uai,Baucau,Laga,30301
Aldeia,Samagata,Samagata,Baucau,Laga,30301
Aldeia,Siguilaba,Siguilaba,Baucau,Laga,30301
Aldeia,Sirimana,Sirimana,Baucau,Laga,30301
Aldeia,Uatalofo,Uatalofo,Baucau,Laga,30301
Aldeia,Buibata,Buibata,Baucau,Laga,30302
Aldeia,Larimuta,Larimuta,Baucau,Laga,30302
Aldeia,Larino,Larino,Baucau,Laga,30302
Aldeia,Libagua,Libagua,Baucau,Laga,30302
Aldeia,Tirilolo,Tirilolo,Baucau,Laga,30302
Aldeia,Borulau,Borulau,Baucau,Laga,30303
Aldeia,Buscaulari,Buscaulari,Baucau,Laga,30303
Aldeia,Lalulai,Lalulai,Baucau,Laga,30303
Aldeia,Loilaco,Loilaco,Baucau,Laga,30303
Aldeia,Uasilaua,Uasilaua,Baucau,Laga,30303
Aldeia,Bubuloma,Bubuloma,Baucau,Laga,30304
Aldeia,Lari-Ledana,Lari-Ledana,Baucau,Laga,30304
Aldeia,Lari_Sula,Lari Sula,Baucau,Laga,30304
Aldeia,Lari_Tau,Lari Tau,Baucau,Laga,30304
Aldeia,Lau_Hare,Lau Hare,Baucau,Laga,30304
Aldeia,Riadae,Riadae,Baucau,Laga,30304
Aldeia,Saelari,Saelari,Baucau,Laga,30304
Aldeia,Samalolo,Samalolo,Baucau,Laga,30304
Aldeia,Terubala,Terubala,Baucau,Laga,30304
Aldeia,Abuti,Abuti,Baucau,Laga,30305
Aldeia,Alasafa,Alasafa,Baucau,Laga,30305
Aldeia,Auraba,Auraba,Baucau,Laga,30305
Aldeia,Beliuali,Beliuali,Baucau,Laga,30305
Aldeia,Ia_Sula,Ia Sula,Baucau,Laga,30305
Aldeia,Naha-Afa,Naha-Afa,Baucau,Laga,30305
Aldeia,One-Bu'O,One-Bu'O,Baucau,Laga,30305
Aldeia,Samagata,Samagata,Baucau,Laga,30305
Aldeia,Selegua,Selegua,Baucau,Laga,30305
Aldeia,Sire-Bu'U,Sire-Bu'U,Baucau,Laga,30305
Aldeia,Ulabuti,Ulabuti,Baucau,Laga,30305
Aldeia,Desagua,Desagua,Baucau,Laga,30306
Aldeia,Lalu_Uai,Lalu Uai,Baucau,Laga,30306
Aldeia,Lualari,Lualari,Baucau,Laga,30306
Aldeia,Sae_Uata_Issi,Sae Uata Issi,Baucau,Laga,30306
Aldeia,Samalari,Samalari,Baucau,Laga,30306
Aldeia,Sorugua,Sorugua,Baucau,Laga,30306
Aldeia,Ueru-Mata,Ueru-Mata,Baucau,Laga,30306
Aldeia,Assa-Nuno,Assa-Nuno,Baucau,Laga,30307
